date,location,avg_price_per_sqft,demand_index,interest_rate
2021-04-05,Lagos,999.48,0.63,9.82
2021-04-06,New York,952.85,1.19,9.42
2021-04-07,New York,789.65,1.1,9.31
2021-04-08,Sydney,292.01,0.64,5.81
2021-04-09,Berlin,610.49,1.35,2.65
2021-04-10,Berlin,760.01,0.55,1.03
2021-04-11,Berlin,138.85,0.53,3.99
2021-04-12,Singapore,632.42,0.76,3.04
2021-04-13,London,535.33,1.1,4.51
2021-04-14,Sydney,704.97,0.93,7.34
2021-04-15,New York,960.93,1.45,8.9
2021-04-16,London,589.46,0.52,4.53
2021-04-17,Sydney,845.02,0.94,3.28
2021-04-18,New York,794.52,1.35,7.76
2021-04-19,Lagos,55.22,0.99,8.83
2021-04-20,Sydney,119.83,0.73,6.19
2021-04-21,New York,298.73,0.96,9.59
2021-04-22,Singapore,449.2,1.09,3.43
2021-04-23,Sydney,323.1,1.0,1.18
2021-04-24,Lagos,246.5,1.21,5.04
2021-04-25,New York,176.13,0.53,2.22
2021-04-26,Berlin,333.06,1.11,3.15
2021-04-27,Singapore,725.0,1.44,7.27
2021-04-28,New York,802.75,0.69,8.98
2021-04-29,Dubai,246.47,1.14,3.99
2021-04-30,Toronto,110.33,1.06,6.88
2021-05-01,Dubai,650.7,1.28,9.23
2021-05-02,Berlin,116.75,1.44,7.36
2021-05-03,Sydney,550.4,0.63,3.92
2021-05-04,Dubai,478.86,1.43,2.64
2021-05-05,London,647.59,1.28,7.91
2021-05-06,Toronto,964.3,0.97,6.78
2021-05-07,Berlin,385.26,1.17,8.03
2021-05-08,New York,575.3,1.28,2.3
2021-05-09,Dubai,470.57,1.15,9.42
2021-05-10,Lagos,54.66,0.63,7.42
2021-05-11,Sydney,787.04,1.08,5.56
2021-05-12,Berlin,193.22,1.34,2.53
2021-05-13,Dubai,852.46,0.52,7.9
2021-05-14,Lagos,146.31,1.48,6.23
2021-05-15,Singapore,306.18,1.19,2.57
2021-05-16,London,839.33,1.1,6.13
2021-05-17,Berlin,662.83,0.52,8.42
2021-05-18,Singapore,224.35,1.21,3.9
2021-05-19,New York,457.15,0.6,9.54
2021-05-20,Sydney,513.65,0.58,8.15
2021-05-21,Dubai,100.99,0.69,8.03
2021-05-22,Sydney,966.5,1.3,8.02
2021-05-23,Dubai,254.08,1.31,9.63
2021-05-24,Singapore,150.85,0.55,2.89
2021-05-25,Dubai,680.26,1.1,8.97
2021-05-26,Singapore,665.44,0.79,8.6
2021-05-27,Sydney,337.26,1.32,3.22
2021-05-28,Lagos,550.64,0.99,7.41
2021-05-29,Dubai,130.22,0.53,9.25
2021-05-30,Berlin,862.7,1.19,7.01
2021-05-31,Lagos,106.69,0.82,3.36
2021-06-01,Sydney,817.96,0.99,9.07
2021-06-02,Berlin,667.6,0.84,9.74
2021-06-03,London,195.55,1.3,8.9
2021-06-04,Dubai,555.07,0.73,9.31
2021-06-05,Sydney,290.79,1.34,7.28
2021-06-06,Berlin,946.55,1.48,4.5
2021-06-07,Toronto,725.16,0.64,1.07
2021-06-08,London,244.62,1.32,7.95
2021-06-09,Lagos,798.98,0.84,1.46
2021-06-10,London,647.95,0.99,5.33
2021-06-11,Singapore,646.32,0.86,4.29
2021-06-12,Sydney,211.52,0.97,8.92
2021-06-13,Berlin,683.57,1.24,6.89
2021-06-14,New York,981.46,0.61,9.1
2021-06-15,Singapore,407.68,1.44,8.4
2021-06-16,New York,271.47,1.33,6.95
2021-06-17,Sydney,352.91,0.89,3.27
2021-06-18,Singapore,386.28,0.58,8.78
2021-06-19,New York,821.15,0.96,8.89
2021-06-20,Lagos,733.44,1.12,3.27
2021-06-21,Dubai,845.93,0.6,8.81
2021-06-22,London,938.15,1.03,8.81
2021-06-23,Lagos,938.87,1.43,4.67
2021-06-24,Toronto,98.02,1.24,6.67
2021-06-25,Lagos,587.45,0.79,9.18
2021-06-26,Toronto,259.53,1.35,5.94
2021-06-27,Singapore,721.72,0.52,3.4
2021-06-28,New York,375.73,1.47,2.27
2021-06-29,Singapore,524.1,0.8,9.34
2021-06-30,Dubai,991.27,0.64,1.13
2021-07-01,Toronto,250.68,1.41,8.98
2021-07-02,Berlin,671.09,1.35,7.51
2021-07-03,London,759.86,1.45,4.97
2021-07-04,Dubai,92.75,1.17,2.38
2021-07-05,Dubai,687.98,1.02,7.62
2021-07-06,Dubai,830.09,0.53,8.25
2021-07-07,Sydney,352.76,1.11,6.88
2021-07-08,Berlin,285.87,0.93,7.02
2021-07-09,New York,95.96,1.43,4.19
2021-07-10,Lagos,237.41,0.96,6.79
2021-07-11,Sydney,624.12,1.09,5.69
2021-07-12,Sydney,505.29,0.86,4.96
2021-07-13,Singapore,412.58,0.68,2.47
2021-07-14,London,439.06,1.19,6.52
2021-07-15,London,646.26,1.24,7.38
2021-07-16,Dubai,447.94,0.65,3.88
2021-07-17,Berlin,378.84,0.6,2.56
2021-07-18,New York,915.04,1.2,6.98
2021-07-19,Toronto,896.85,0.86,5.15
2021-07-20,Berlin,785.11,1.46,2.64
2021-07-21,Lagos,129.97,1.5,8.99
2021-07-22,Berlin,776.38,1.09,9.36
2021-07-23,Sydney,969.67,0.61,8.81
2021-07-24,New York,936.19,0.77,4.37
2021-07-25,Berlin,161.22,0.88,9.28
2021-07-26,Lagos,249.03,1.35,4.63
2021-07-27,Dubai,213.42,0.89,9.57
2021-07-28,Lagos,92.76,1.26,5.16
2021-07-29,Singapore,355.07,0.53,4.6
2021-07-30,Lagos,967.62,0.92,8.33
2021-07-31,Lagos,86.4,1.28,5.91
2021-08-01,Berlin,797.06,1.11,5.79
2021-08-02,Sydney,389.87,1.41,4.32
2021-08-03,Toronto,197.84,1.0,3.89
2021-08-04,Lagos,201.47,0.89,3.05
2021-08-05,Singapore,346.88,1.08,1.66
2021-08-06,London,776.41,0.59,1.95
2021-08-07,Singapore,912.3,1.42,4.44
2021-08-08,London,69.4,0.51,7.54
2021-08-09,Berlin,314.14,0.87,2.78
2021-08-10,Sydney,824.55,0.78,5.52
2021-08-11,London,585.31,0.8,7.01
2021-08-12,Toronto,346.09,1.05,7.95
2021-08-13,Sydney,80.95,1.09,8.94
2021-08-14,New York,502.1,0.59,6.35
2021-08-15,Toronto,294.59,1.06,3.11
2021-08-16,Dubai,939.03,0.75,7.14
2021-08-17,Lagos,581.51,1.44,9.76
2021-08-18,Sydney,990.65,1.11,7.2
2021-08-19,Sydney,165.35,1.43,7.35
2021-08-20,Singapore,380.13,0.52,4.05
2021-08-21,Dubai,832.28,0.97,5.9
2021-08-22,New York,303.44,1.42,5.49
2021-08-23,Berlin,244.38,0.75,6.79
2021-08-24,Toronto,207.57,1.26,3.77
2021-08-25,Singapore,923.75,0.89,8.01
2021-08-26,Dubai,809.94,1.46,1.83
2021-08-27,Singapore,433.79,0.94,8.49
2021-08-28,Sydney,724.27,0.69,2.52
2021-08-29,Dubai,366.57,0.84,8.81
2021-08-30,Sydney,807.25,1.23,4.43
2021-08-31,London,646.73,1.19,6.09
2021-09-01,Berlin,423.02,1.42,5.93
2021-09-02,Berlin,241.21,0.76,3.82
2021-09-03,Berlin,260.77,1.41,4.06
2021-09-04,Lagos,861.01,1.13,4.02
2021-09-05,Sydney,669.63,0.6,4.01
2021-09-06,Dubai,50.31,0.52,7.8
2021-09-07,Singapore,481.96,1.01,5.61
2021-09-08,Lagos,58.45,1.05,9.42
2021-09-09,Berlin,105.12,1.37,7.24
2021-09-10,Berlin,145.14,0.52,2.29
2021-09-11,London,414.47,0.89,4.37
2021-09-12,Singapore,905.24,1.4,6.86
2021-09-13,Toronto,877.05,1.24,1.2
2021-09-14,Sydney,278.41,1.22,4.39
2021-09-15,Toronto,685.89,1.06,2.43
2021-09-16,London,844.58,1.19,1.88
2021-09-17,Berlin,130.69,1.12,7.65
2021-09-18,London,406.28,1.22,7.01
2021-09-19,Singapore,629.65,1.21,3.88
2021-09-20,Lagos,254.72,0.55,8.52
2021-09-21,Toronto,341.99,0.91,2.2
2021-09-22,London,920.13,1.3,1.96
2021-09-23,Toronto,686.49,1.26,2.87
2021-09-24,Berlin,193.23,1.18,6.72
2021-09-25,Berlin,161.45,0.51,8.57
2021-09-26,Berlin,466.36,1.26,5.09
2021-09-27,Berlin,142.26,1.35,5.95
2021-09-28,London,218.23,1.45,9.89
2021-09-29,New York,653.81,0.82,4.48
2021-09-30,Dubai,771.14,1.33,5.72
2021-10-01,Singapore,935.82,0.81,3.27
2021-10-02,Dubai,603.41,0.63,6.98
2021-10-03,Singapore,372.12,1.25,3.78
2021-10-04,Berlin,675.07,1.4,9.37
2021-10-05,Lagos,120.2,0.77,5.66
2021-10-06,Singapore,688.88,1.29,9.94
2021-10-07,Toronto,653.98,0.69,3.84
2021-10-08,London,52.28,0.95,9.97
2021-10-09,Berlin,639.82,0.5,6.36
2021-10-10,Lagos,935.55,1.46,1.82
2021-10-11,Toronto,87.39,0.61,4.23
2021-10-12,London,448.14,1.24,2.22
2021-10-13,New York,942.65,0.9,3.9
2021-10-14,Sydney,166.25,1.07,3.82
2021-10-15,London,966.61,0.54,6.2
2021-10-16,London,443.98,0.85,7.12
2021-10-17,London,502.61,1.12,8.74
2021-10-18,New York,499.37,1.13,5.72
2021-10-19,Singapore,370.36,1.46,1.4
2021-10-20,Singapore,692.93,0.92,9.83
2021-10-21,Sydney,410.69,0.55,8.54
2021-10-22,Toronto,911.26,1.49,5.38
2021-10-23,Berlin,713.32,1.03,4.49
2021-10-24,London,546.59,1.02,8.19
2021-10-25,Lagos,464.2,0.52,5.76
2021-10-26,Sydney,542.85,1.31,6.39
2021-10-27,New York,157.64,1.46,3.75
2021-10-28,Sydney,670.09,0.74,2.31
2021-10-29,Singapore,827.84,1.48,7.71
2021-10-30,London,426.15,1.05,1.76
2021-10-31,London,346.89,1.07,8.99
2021-11-01,Lagos,706.32,1.36,9.51
2021-11-02,Berlin,276.28,0.64,4.89
2021-11-03,London,472.34,1.35,6.6
2021-11-04,Dubai,94.22,1.01,6.17
2021-11-05,New York,830.65,0.77,3.98
2021-11-06,Berlin,754.74,0.83,3.69
2021-11-07,London,795.55,0.52,6.51
2021-11-08,Dubai,650.77,0.6,6.49
2021-11-09,Lagos,813.7,0.86,1.9
2021-11-10,Berlin,834.38,1.13,3.34
2021-11-11,Toronto,468.47,0.8,9.46
2021-11-12,Sydney,627.12,1.26,5.43
2021-11-13,London,352.68,1.35,8.61
2021-11-14,Singapore,136.72,0.57,4.66
2021-11-15,New York,854.49,0.6,7.91
2021-11-16,Sydney,937.71,0.54,9.37
2021-11-17,New York,121.24,1.44,8.22
2021-11-18,Lagos,50.95,1.49,7.81
2021-11-19,Sydney,197.45,0.61,5.82
2021-11-20,Sydney,249.31,0.97,6.85
2021-11-21,Berlin,785.67,0.79,8.49
2021-11-22,Singapore,666.48,1.39,5.8
2021-11-23,Lagos,293.01,0.65,3.09
2021-11-24,Dubai,853.37,1.38,6.56
2021-11-25,Dubai,449.54,0.58,4.06
2021-11-26,Lagos,196.71,1.0,3.52
2021-11-27,Dubai,975.93,1.37,9.16
2021-11-28,Sydney,119.83,1.4,4.26
2021-11-29,Sydney,447.57,0.66,8.98
2021-11-30,Lagos,56.84,0.92,3.42
2021-12-01,Dubai,902.43,0.56,3.51
2021-12-02,Berlin,671.24,0.6,9.82
2021-12-03,New York,483.98,1.27,6.92
2021-12-04,Lagos,430.13,0.82,3.22
2021-12-05,Dubai,835.53,0.68,7.19
2021-12-06,London,981.23,0.95,7.66
2021-12-07,Lagos,640.65,0.83,5.14
2021-12-08,Lagos,880.5,1.02,2.1
2021-12-09,New York,494.51,0.68,8.66
2021-12-10,Lagos,752.48,0.73,6.8
2021-12-11,Berlin,616.15,1.23,6.06
2021-12-12,New York,891.55,1.48,3.4
2021-12-13,Toronto,694.93,1.3,6.9
2021-12-14,Sydney,645.96,1.03,4.46
2021-12-15,London,694.93,0.86,1.51
2021-12-16,Dubai,333.26,0.75,2.49
2021-12-17,Lagos,892.7,1.28,1.11
2021-12-18,London,455.72,1.07,3.18
2021-12-19,Toronto,221.88,0.89,3.92
2021-12-20,Sydney,323.15,0.68,1.92
2021-12-21,London,941.68,1.16,6.53
2021-12-22,New York,292.81,1.14,1.56
2021-12-23,Toronto,673.03,1.17,4.96
2021-12-24,Dubai,871.95,1.08,7.08
2021-12-25,Singapore,550.84,1.31,8.47
2021-12-26,Toronto,72.24,0.91,1.84
2021-12-27,Dubai,923.3,1.38,9.56
2021-12-28,Dubai,817.81,1.05,5.53
2021-12-29,Sydney,560.54,1.24,2.86
2021-12-30,Singapore,892.31,0.74,1.38
2021-12-31,Lagos,515.96,1.21,9.99
2022-01-01,Singapore,222.85,1.2,3.76
2022-01-02,Lagos,168.91,1.11,1.5
2022-01-03,Lagos,178.88,1.05,8.7
2022-01-04,Lagos,882.76,1.19,7.85
2022-01-05,Dubai,940.03,1.46,9.41
2022-01-06,Singapore,415.33,0.86,1.46
2022-01-07,Dubai,231.52,1.09,1.18
2022-01-08,Dubai,532.06,0.81,1.41
2022-01-09,Toronto,360.82,1.16,9.92
2022-01-10,Berlin,249.36,0.92,3.21
2022-01-11,Berlin,510.78,1.48,8.48
2022-01-12,Sydney,848.3,0.86,1.65
2022-01-13,London,975.68,0.68,8.09
2022-01-14,Dubai,424.78,0.74,7.78
2022-01-15,Dubai,552.6,1.01,5.62
2022-01-16,New York,70.62,0.72,6.5
2022-01-17,Berlin,217.27,0.86,8.8
2022-01-18,Sydney,406.69,0.61,2.92
2022-01-19,Lagos,278.99,1.45,9.31
2022-01-20,Singapore,282.11,1.18,2.42
2022-01-21,Singapore,373.15,1.02,3.62
2022-01-22,Dubai,115.78,0.8,9.81
2022-01-23,Toronto,988.11,1.46,5.4
2022-01-24,Toronto,723.66,0.88,2.24
2022-01-25,Lagos,82.08,1.23,9.58
2022-01-26,Singapore,503.64,0.9,9.43
2022-01-27,Sydney,113.0,0.77,5.45
2022-01-28,New York,69.52,1.42,2.6
2022-01-29,Toronto,320.13,0.78,4.71
2022-01-30,Berlin,201.07,0.99,3.34
2022-01-31,Dubai,714.29,0.6,6.38
2022-02-01,London,260.17,0.62,8.93
2022-02-02,Singapore,363.95,0.93,5.69
2022-02-03,Sydney,478.47,1.07,5.65
2022-02-04,Berlin,989.72,0.98,7.17
2022-02-05,Singapore,317.38,1.49,6.19
2022-02-06,Lagos,982.94,1.27,2.71
2022-02-07,Lagos,579.11,1.05,1.37
2022-02-08,Lagos,137.99,0.51,8.06
2022-02-09,Singapore,893.97,0.75,1.4
2022-02-10,Lagos,710.46,0.56,6.93
2022-02-11,Lagos,360.71,0.96,5.87
2022-02-12,Singapore,250.48,1.04,5.94
2022-02-13,London,333.3,1.06,4.34
2022-02-14,Dubai,162.67,0.71,5.71
2022-02-15,Dubai,68.22,0.6,2.05
2022-02-16,Lagos,175.63,1.14,4.69
2022-02-17,Toronto,549.14,0.72,4.48
2022-02-18,London,831.54,0.51,6.61
2022-02-19,London,580.94,0.95,3.24
2022-02-20,Sydney,749.73,1.15,2.59
2022-02-21,New York,531.39,1.39,2.02
2022-02-22,Lagos,632.04,1.11,8.24
2022-02-23,New York,490.43,1.37,7.56
2022-02-24,Dubai,781.37,1.38,5.11
2022-02-25,Dubai,603.18,0.79,9.59
2022-02-26,Singapore,770.55,0.98,2.24
2022-02-27,Berlin,888.78,1.21,5.23
2022-02-28,Singapore,462.56,0.91,9.02
2022-03-01,Lagos,96.39,1.05,1.66
2022-03-02,Singapore,172.39,1.25,2.9
2022-03-03,Lagos,91.86,0.9,3.27
2022-03-04,New York,999.9,1.08,5.12
2022-03-05,New York,354.25,1.34,5.36
2022-03-06,Toronto,78.47,0.82,1.05
2022-03-07,New York,756.78,1.47,3.49
2022-03-08,Sydney,64.93,0.96,1.71
2022-03-09,London,269.55,0.75,7.33
2022-03-10,New York,111.62,0.53,4.35
2022-03-11,London,677.26,0.84,7.65
2022-03-12,Singapore,589.45,0.75,4.76
2022-03-13,New York,331.39,0.84,6.11
2022-03-14,Sydney,235.61,1.04,8.82
2022-03-15,Dubai,673.29,1.2,6.62
2022-03-16,Dubai,581.02,0.7,7.68
2022-03-17,Singapore,371.88,0.69,1.86
2022-03-18,Dubai,441.35,0.72,6.53
2022-03-19,Berlin,382.29,0.97,9.79
2022-03-20,Sydney,563.29,0.53,4.7
2022-03-21,Singapore,138.07,0.98,8.76
2022-03-22,Berlin,88.46,1.37,9.44
2022-03-23,Sydney,897.15,0.71,9.35
2022-03-24,Toronto,223.83,0.51,3.88
2022-03-25,Toronto,510.79,1.13,1.33
2022-03-26,Sydney,358.73,0.8,7.31
2022-03-27,Singapore,351.77,1.11,9.93
2022-03-28,Dubai,152.88,1.05,8.97
2022-03-29,Lagos,273.65,0.9,5.96
2022-03-30,New York,951.2,1.06,3.07
2022-03-31,Singapore,539.06,0.96,2.27
2022-04-01,Sydney,612.65,0.62,8.88
2022-04-02,Sydney,885.89,0.61,2.52
2022-04-03,Toronto,156.05,1.12,2.97
2022-04-04,Sydney,396.23,0.74,6.77
2022-04-05,Toronto,518.65,0.93,7.07
2022-04-06,New York,826.48,1.39,5.35
2022-04-07,New York,487.76,0.82,7.91
2022-04-08,Berlin,880.27,1.31,6.68
2022-04-09,Sydney,249.54,0.83,2.5
2022-04-10,Sydney,833.46,0.77,8.13
2022-04-11,Dubai,575.81,0.59,6.29
2022-04-12,New York,880.01,1.11,3.55
2022-04-13,Singapore,103.67,0.55,4.95
2022-04-14,Singapore,915.87,1.1,1.31
2022-04-15,Berlin,140.11,1.05,5.35
2022-04-16,Singapore,643.29,0.89,7.69
2022-04-17,Sydney,967.25,0.57,9.9
2022-04-18,Berlin,738.98,0.81,7.29
2022-04-19,Berlin,909.32,1.48,4.59
2022-04-20,Toronto,398.34,1.09,4.37
2022-04-21,Berlin,687.05,1.16,8.85
2022-04-22,London,589.03,1.12,7.55
2022-04-23,Lagos,64.91,1.11,9.63
2022-04-24,New York,676.85,0.79,5.49
2022-04-25,New York,333.15,0.61,6.01
2022-04-26,London,227.19,1.1,7.39
2022-04-27,Toronto,705.71,1.09,4.58
2022-04-28,Lagos,448.66,0.83,2.93
2022-04-29,New York,977.1,1.32,3.45
2022-04-30,Lagos,903.8,0.63,8.75
2022-05-01,New York,752.48,1.22,1.17
2022-05-02,New York,902.89,1.19,4.21
2022-05-03,New York,197.26,0.65,4.14
2022-05-04,New York,329.74,0.88,8.81
2022-05-05,Berlin,289.61,1.18,8.38
2022-05-06,New York,518.23,0.7,3.61
2022-05-07,Toronto,211.85,0.59,4.95
2022-05-08,London,523.81,0.77,9.71
2022-05-09,Dubai,242.05,1.19,4.21
2022-05-10,Singapore,932.68,1.2,3.16
2022-05-11,Singapore,98.78,1.23,6.48
2022-05-12,Dubai,74.22,0.81,7.62
2022-05-13,Dubai,71.28,0.82,6.13
2022-05-14,London,434.67,0.91,7.52
2022-05-15,Dubai,915.03,0.91,7.19
2022-05-16,New York,288.87,1.13,2.65
2022-05-17,Singapore,147.98,1.23,8.77
2022-05-18,Lagos,655.48,0.75,8.66
2022-05-19,New York,359.4,0.81,9.29
2022-05-20,Dubai,938.5,0.93,1.81
2022-05-21,New York,470.27,0.77,9.25
2022-05-22,London,460.8,0.73,1.87
2022-05-23,Sydney,80.05,0.61,5.27
2022-05-24,Toronto,266.74,1.24,6.08
2022-05-25,London,784.31,0.85,9.23
2022-05-26,Singapore,889.43,0.73,4.85
2022-05-27,Singapore,368.2,1.2,2.18
2022-05-28,Singapore,204.86,1.25,2.46
2022-05-29,Sydney,152.99,0.61,3.59
2022-05-30,Lagos,993.91,0.89,1.65
2022-05-31,Toronto,699.62,0.6,7.21
2022-06-01,Lagos,830.16,1.04,7.8
2022-06-02,Singapore,178.37,1.04,4.87
2022-06-03,London,466.13,1.1,2.46
2022-06-04,Dubai,323.7,1.16,2.7
2022-06-05,Dubai,386.87,0.9,3.66
2022-06-06,New York,978.12,1.34,3.87
2022-06-07,Dubai,58.53,0.91,9.9
2022-06-08,London,783.07,1.43,2.58
2022-06-09,Singapore,361.93,1.25,8.93
2022-06-10,Dubai,847.04,1.44,8.01
2022-06-11,Lagos,843.89,0.95,1.39
2022-06-12,London,60.11,1.32,2.01
2022-06-13,London,540.95,1.4,1.23
2022-06-14,Lagos,575.92,0.94,7.64
2022-06-15,New York,821.84,0.78,6.71
2022-06-16,Toronto,294.63,0.99,7.0
2022-06-17,Toronto,901.74,0.74,2.32
2022-06-18,Toronto,387.93,0.6,8.41
2022-06-19,Dubai,700.1,0.82,4.33
2022-06-20,Dubai,860.69,1.4,2.28
2022-06-21,Berlin,642.51,1.12,6.88
2022-06-22,Toronto,781.62,1.28,3.92
2022-06-23,Sydney,206.43,1.1,6.74
2022-06-24,Lagos,507.42,1.2,9.04
2022-06-25,Lagos,569.78,1.19,8.5
2022-06-26,Singapore,395.43,0.96,4.42
2022-06-27,Toronto,637.16,0.81,8.58
2022-06-28,Sydney,348.8,1.34,8.7
2022-06-29,Sydney,308.08,0.56,7.02
2022-06-30,Toronto,865.45,1.48,6.3
2022-07-01,Dubai,189.66,1.39,1.06
2022-07-02,Sydney,928.82,0.89,1.41
2022-07-03,New York,208.89,0.95,1.23
2022-07-04,New York,831.91,1.24,2.22
2022-07-05,Dubai,506.13,0.72,2.48
2022-07-06,Toronto,280.96,0.77,2.96
2022-07-07,New York,836.53,0.6,5.05
2022-07-08,Berlin,785.69,1.21,9.99
2022-07-09,Berlin,128.32,1.18,4.1
2022-07-10,Berlin,495.18,1.33,9.8
2022-07-11,New York,575.41,0.9,6.63
2022-07-12,Berlin,707.21,0.69,5.27
2022-07-13,Dubai,926.83,1.32,1.83
2022-07-14,Toronto,131.24,0.9,3.14
2022-07-15,Dubai,293.45,1.42,6.75
2022-07-16,Singapore,359.92,1.08,2.24
2022-07-17,New York,964.11,0.53,6.25
2022-07-18,New York,708.8,1.26,9.21
2022-07-19,New York,785.86,0.51,9.12
2022-07-20,Lagos,596.57,1.46,8.8
2022-07-21,London,329.09,0.52,8.93
2022-07-22,Singapore,811.66,0.96,7.92
2022-07-23,Sydney,294.54,0.71,8.86
2022-07-24,Toronto,250.21,0.67,7.9
2022-07-25,Sydney,465.89,0.79,1.03
2022-07-26,Singapore,574.6,1.01,2.12
2022-07-27,Sydney,304.75,0.97,5.77
2022-07-28,Singapore,358.12,0.5,5.48
2022-07-29,New York,714.49,1.45,9.64
2022-07-30,Toronto,181.84,0.69,8.44
2022-07-31,New York,832.88,0.56,2.19
2022-08-01,Toronto,725.45,0.63,5.53
2022-08-02,London,351.79,0.72,3.68
2022-08-03,New York,64.3,1.44,1.94
2022-08-04,New York,77.15,0.64,5.88
2022-08-05,Sydney,411.16,0.68,7.74
2022-08-06,Toronto,581.42,1.43,2.98
2022-08-07,Sydney,589.33,0.78,7.75
2022-08-08,Dubai,253.7,0.67,5.72
2022-08-09,Lagos,292.14,0.73,8.88
2022-08-10,Dubai,256.18,1.02,3.59
2022-08-11,Lagos,604.6,1.21,9.99
2022-08-12,New York,837.52,0.58,8.85
2022-08-13,Berlin,328.08,0.69,5.92
2022-08-14,Toronto,867.34,1.09,3.81
2022-08-15,New York,663.2,1.17,5.78
2022-08-16,New York,389.23,1.02,2.87
2022-08-17,Lagos,872.15,0.63,3.84
2022-08-18,Toronto,648.28,0.59,7.96
2022-08-19,Berlin,651.89,1.21,3.41
2022-08-20,Sydney,106.92,1.35,2.47
2022-08-21,Lagos,358.41,0.68,5.69
2022-08-22,New York,497.41,1.35,3.02
2022-08-23,Dubai,911.01,0.78,2.09
2022-08-24,London,985.05,1.41,7.01
2022-08-25,Toronto,660.75,0.52,3.21
2022-08-26,New York,686.64,1.41,9.31
2022-08-27,Berlin,672.04,1.26,2.34
2022-08-28,Toronto,875.83,0.54,4.21
2022-08-29,New York,494.92,0.68,7.38
2022-08-30,Berlin,456.63,0.91,6.18
2022-08-31,London,990.79,0.62,3.43
2022-09-01,Dubai,899.36,0.99,4.79
2022-09-02,Lagos,966.1,1.01,7.16
2022-09-03,Toronto,127.77,1.02,9.17
2022-09-04,New York,418.01,0.93,9.71
2022-09-05,Lagos,126.89,1.49,4.41
2022-09-06,Sydney,644.29,1.26,5.28
2022-09-07,Berlin,70.25,0.66,7.51
2022-09-08,Singapore,528.6,0.78,5.09
2022-09-09,Dubai,510.79,0.58,7.15
2022-09-10,Lagos,424.0,1.46,8.41
2022-09-11,Toronto,610.83,1.46,7.46
2022-09-12,London,881.13,1.47,1.63
2022-09-13,New York,533.89,0.95,2.55
2022-09-14,Sydney,795.8,1.31,5.33
2022-09-15,New York,581.02,1.14,7.49
2022-09-16,Sydney,586.29,0.82,8.7
2022-09-17,Toronto,462.66,1.26,9.75
2022-09-18,London,715.27,1.01,2.33
2022-09-19,Lagos,209.09,1.48,7.98
2022-09-20,Dubai,694.44,1.42,4.49
2022-09-21,Toronto,80.4,0.95,7.62
2022-09-22,New York,799.67,1.09,6.39
2022-09-23,New York,85.77,0.99,5.27
2022-09-24,Dubai,720.75,1.1,8.38
2022-09-25,Dubai,631.92,1.03,2.76
2022-09-26,Toronto,954.21,1.31,9.38
2022-09-27,Sydney,534.12,1.08,4.08
2022-09-28,Dubai,392.53,0.94,7.3
2022-09-29,New York,775.98,1.25,8.31
2022-09-30,Dubai,986.64,1.4,4.29
2022-10-01,Toronto,423.94,0.59,4.96
2022-10-02,London,864.28,0.71,1.25
2022-10-03,New York,716.3,0.87,2.83
2022-10-04,Berlin,606.14,0.82,1.93
2022-10-05,Dubai,857.17,0.83,8.99
2022-10-06,New York,584.1,1.48,2.58
2022-10-07,Dubai,589.17,1.02,7.49
2022-10-08,Lagos,753.27,0.83,9.76
2022-10-09,Berlin,731.09,0.78,7.71
2022-10-10,Toronto,285.49,1.48,5.03
2022-10-11,Singapore,159.18,1.0,2.45
2022-10-12,Sydney,849.16,0.81,8.7
2022-10-13,Lagos,181.03,1.3,3.37
2022-10-14,New York,124.15,1.18,2.9
2022-10-15,Sydney,262.58,1.35,7.78
2022-10-16,Toronto,610.38,1.3,7.85
2022-10-17,Sydney,327.84,1.39,9.71
2022-10-18,Singapore,752.73,0.99,3.45
2022-10-19,Singapore,769.61,1.15,9.12
2022-10-20,New York,120.82,0.53,9.13
2022-10-21,Lagos,815.46,1.33,4.53
2022-10-22,New York,814.62,0.75,5.53
2022-10-23,Singapore,372.17,0.84,6.85
2022-10-24,Dubai,765.63,0.75,5.56
2022-10-25,Berlin,454.27,1.14,3.27
2022-10-26,Sydney,438.02,0.76,2.08
2022-10-27,Berlin,366.42,1.29,7.53
2022-10-28,Singapore,182.05,0.53,3.27
2022-10-29,London,354.24,0.62,8.25
2022-10-30,Lagos,809.48,1.39,5.89
2022-10-31,Sydney,232.38,0.83,4.21
2022-11-01,Dubai,220.24,0.81,3.96
2022-11-02,New York,564.26,0.6,5.99
2022-11-03,London,135.26,1.06,4.95
2022-11-04,London,977.61,0.95,7.83
2022-11-05,Singapore,928.72,1.07,7.59
2022-11-06,New York,879.74,1.1,5.86
2022-11-07,Singapore,759.42,1.04,9.52
2022-11-08,Singapore,204.6,1.1,8.52
2022-11-09,Singapore,722.91,1.41,8.96
2022-11-10,Dubai,364.74,0.55,8.82
2022-11-11,New York,870.11,1.46,6.54
2022-11-12,Lagos,228.98,1.31,8.5
2022-11-13,London,53.13,1.48,7.25
2022-11-14,Dubai,64.71,1.01,8.68
2022-11-15,New York,953.27,0.72,3.64
2022-11-16,Dubai,921.95,0.56,8.65
2022-11-17,Toronto,911.81,0.96,1.95
2022-11-18,Dubai,341.33,0.78,9.01
2022-11-19,Lagos,228.34,1.12,6.23
2022-11-20,Toronto,792.67,0.67,7.28
2022-11-21,Dubai,270.19,1.45,7.82
2022-11-22,Toronto,290.35,1.12,1.93
