transaction_id,property_id,customer_id,transaction_type,transaction_date,amount,payment_method
TRX001485,PROP000687,CUST000951,Rent,2022-12-08,1937953.91,Transfer
TRX001486,PROP001650,CUST001455,Sale,2023-11-14,1629067.31,Cash
TRX001487,PROP002869,CUST002761,Rent,2018-08-01,795156.73,Transfer
TRX001488,PROP000335,CUST002474,Sale,2023-12-21,262369.1,Transfer
TRX001489,PROP002647,CUST000572,Rent,2020-10-15,551059.22,Cash
TRX001490,PROP002818,CUST002567,Sale,2019-09-09,1127914.27,Mortgage
TRX001491,PROP002745,CUST002960,Sale,2023-01-17,789468.22,Transfer
TRX001492,PROP002512,CUST002728,Sale,2022-11-11,1200332.66,Mortgage
TRX001493,PROP002973,CUST002278,Sale,2019-09-02,755129.16,Mortgage
TRX001494,PROP001560,CUST001432,Rent,2020-04-18,766543.36,Mortgage
TRX001495,PROP002634,CUST000638,Rent,2019-09-08,1963081.33,Mortgage
TRX001496,PROP001916,CUST000504,Sale,2018-04-13,1086731.56,Transfer
TRX001497,PROP001899,CUST001360,Sale,2022-06-10,427444.75,Mortgage
TRX001498,PROP000428,CUST001527,Sale,2022-12-18,1499695.68,Mortgage
TRX001499,PROP002749,CUST000807,Sale,2024-06-02,655725.19,Mortgage
TRX001500,PROP000460,CUST000230,Rent,2020-07-22,884515.88,Cash
TRX001501,PROP002589,CUST000279,Rent,2018-01-03,1246097.44,Cash
TRX001502,PROP002953,CUST001299,Rent,2022-11-12,1738965.25,Transfer
TRX001503,PROP001524,CUST000820,Rent,2022-08-08,132175.4,Transfer
TRX001504,PROP000201,CUST002519,Rent,2019-10-25,257164.78,Transfer
TRX001505,PROP001329,CUST000344,Sale,2018-01-15,1257228.18,Cash
TRX001506,PROP000766,CUST000115,Sale,2020-10-16,1693388.27,Cash
TRX001507,PROP000739,CUST002797,Sale,2024-11-26,1425864.2,Mortgage
TRX001508,PROP001150,CUST000991,Rent,2024-05-09,1421190.84,Cash
TRX001509,PROP001575,CUST001755,Sale,2022-11-08,1769094.7,Transfer
TRX001510,PROP000535,CUST002991,Rent,2022-06-11,1347846.58,Mortgage
TRX001511,PROP002408,CUST000727,Rent,2023-09-09,1927422.0,Transfer
TRX001512,PROP000149,CUST002975,Rent,2021-05-19,853570.25,Mortgage
TRX001513,PROP002452,CUST002864,Rent,2021-03-14,80075.22,Transfer
TRX001514,PROP001384,CUST002391,Rent,2022-10-30,1074520.18,Cash
TRX001515,PROP000740,CUST002014,Rent,2023-03-30,662956.43,Cash
TRX001516,PROP001594,CUST002697,Sale,2024-10-27,1375575.25,Cash
TRX001517,PROP002486,CUST000897,Rent,2021-12-21,1498986.76,Cash
TRX001518,PROP000943,CUST002657,Rent,2018-08-04,1862291.43,Mortgage
TRX001519,PROP001588,CUST000988,Rent,2021-07-15,842600.38,Transfer
TRX001520,PROP000627,CUST002244,Sale,2022-06-05,500158.27,Mortgage
TRX001521,PROP000967,CUST001817,Rent,2024-11-15,1276956.75,Transfer
TRX001522,PROP001920,CUST002219,Rent,2018-09-03,346058.11,Mortgage
TRX001523,PROP001100,CUST002690,Sale,2018-07-26,1787819.26,Transfer
TRX001524,PROP001411,CUST002870,Sale,2018-05-02,635916.75,Mortgage
TRX001525,PROP001242,CUST001334,Sale,2020-02-17,299944.86,Mortgage
TRX001526,PROP000497,CUST000395,Sale,2019-08-03,1968292.92,Mortgage
TRX001527,PROP001543,CUST002159,Sale,2022-12-28,1085340.95,Cash
TRX001528,PROP000471,CUST000045,Rent,2019-08-29,335374.79,Cash
TRX001529,PROP001960,CUST002142,Rent,2023-01-11,1096576.78,Transfer
TRX001530,PROP002773,CUST001845,Rent,2023-07-31,174252.22,Transfer
TRX001531,PROP001360,CUST002650,Rent,2023-10-20,692450.3,Transfer
TRX001532,PROP002996,CUST002751,Sale,2019-05-06,705076.86,Mortgage
TRX001533,PROP001815,CUST001313,Rent,2023-12-10,1847452.14,Cash
TRX001534,PROP000538,CUST000164,Sale,2020-06-07,1083841.65,Cash
TRX001535,PROP000195,CUST002498,Rent,2018-07-23,661857.15,Cash
TRX001536,PROP000141,CUST000345,Sale,2018-05-12,1850939.88,Cash
TRX001537,PROP001015,CUST002735,Rent,2019-08-15,1030164.17,Mortgage
TRX001538,PROP000664,CUST002118,Rent,2022-09-29,1599140.07,Mortgage
TRX001539,PROP000349,CUST001986,Sale,2024-05-08,436824.41,Cash
TRX001540,PROP002812,CUST002653,Sale,2024-12-24,1495811.16,Cash
TRX001541,PROP000588,CUST001423,Sale,2020-01-07,1773247.19,Cash
TRX001542,PROP000026,CUST000042,Sale,2018-09-07,1763029.61,Transfer
TRX001543,PROP002403,CUST002299,Sale,2022-09-06,673472.62,Mortgage
TRX001544,PROP002860,CUST002818,Rent,2022-10-10,747100.86,Cash
TRX001545,PROP002188,CUST001523,Rent,2024-05-27,1171689.91,Cash
TRX001546,PROP001420,CUST002450,Sale,2019-03-23,1987566.01,Cash
TRX001547,PROP001794,CUST001959,Sale,2024-02-10,1701557.59,Transfer
TRX001548,PROP000528,CUST000690,Rent,2018-03-24,888116.29,Transfer
TRX001549,PROP000324,CUST002967,Rent,2024-06-02,977082.79,Transfer
TRX001550,PROP001334,CUST000346,Rent,2020-03-23,1020380.48,Transfer
TRX001551,PROP001004,CUST001125,Rent,2019-06-30,365246.75,Mortgage
TRX001552,PROP002879,CUST000711,Rent,2018-12-29,1757598.67,Mortgage
TRX001553,PROP000146,CUST001027,Sale,2024-12-22,584571.59,Mortgage
TRX001554,PROP001825,CUST000929,Sale,2018-07-21,236650.82,Mortgage
TRX001555,PROP002003,CUST002025,Rent,2022-01-02,949081.13,Mortgage
TRX001556,PROP002064,CUST000661,Sale,2023-11-05,1743208.97,Mortgage
TRX001557,PROP001321,CUST002762,Sale,2023-12-08,87654.4,Transfer
TRX001558,PROP002128,CUST000660,Rent,2020-12-21,357084.94,Mortgage
TRX001559,PROP000259,CUST000141,Sale,2020-06-19,1199889.96,Transfer
TRX001560,PROP000686,CUST000687,Sale,2022-02-01,1441265.91,Transfer
TRX001561,PROP001455,CUST000986,Sale,2020-12-04,934191.3,Cash
TRX001562,PROP000289,CUST000255,Sale,2022-11-02,1862300.49,Mortgage
TRX001563,PROP000127,CUST000125,Rent,2022-08-02,1475394.63,Transfer
TRX001564,PROP000390,CUST001368,Sale,2024-12-09,319889.58,Cash
TRX001565,PROP000445,CUST000020,Sale,2019-07-08,1747999.8,Transfer
TRX001566,PROP001863,CUST000697,Rent,2022-12-21,1854654.64,Cash
TRX001567,PROP002930,CUST001628,Rent,2022-09-28,259317.0,Mortgage
TRX001568,PROP000565,CUST000324,Sale,2019-05-22,1106414.8,Transfer
TRX001569,PROP002918,CUST001083,Rent,2022-08-04,76211.45,Mortgage
TRX001570,PROP002692,CUST001890,Rent,2022-08-26,474755.73,Cash
TRX001571,PROP000602,CUST000880,Rent,2018-11-19,444159.15,Mortgage
TRX001572,PROP001736,CUST001093,Sale,2023-02-14,1327158.68,Cash
TRX001573,PROP000925,CUST002135,Rent,2020-11-20,725265.9,Cash
TRX001574,PROP001386,CUST002698,Sale,2022-08-18,1288644.24,Transfer
TRX001575,PROP002438,CUST000839,Rent,2018-08-31,573513.89,Cash
TRX001576,PROP001240,CUST000092,Rent,2022-01-04,1398055.63,Cash
TRX001577,PROP001229,CUST002132,Rent,2024-08-29,804029.17,Cash
TRX001578,PROP001658,CUST002091,Rent,2022-05-20,1750200.39,Mortgage
TRX001579,PROP002590,CUST001000,Sale,2020-02-20,1804497.31,Transfer
TRX001580,PROP002318,CUST001377,Rent,2021-12-24,169066.14,Cash
TRX001581,PROP001511,CUST001960,Sale,2020-01-18,1426302.73,Mortgage
TRX001582,PROP001667,CUST002144,Sale,2019-01-25,1043080.71,Transfer
TRX001583,PROP000044,CUST002764,Rent,2019-01-24,348969.47,Mortgage
TRX001584,PROP001455,CUST000269,Rent,2021-09-27,1151261.49,Cash
TRX001585,PROP000256,CUST002141,Sale,2020-06-09,829410.68,Transfer
TRX001586,PROP002444,CUST000894,Rent,2024-09-11,575691.65,Cash
TRX001587,PROP000247,CUST000076,Rent,2023-02-16,521614.71,Transfer
TRX001588,PROP001897,CUST000326,Rent,2023-06-21,122622.75,Transfer
TRX001589,PROP000626,CUST000081,Rent,2021-09-15,440562.8,Cash
TRX001590,PROP000955,CUST002673,Sale,2024-04-13,1313352.62,Transfer
TRX001591,PROP002569,CUST000417,Rent,2024-09-06,1660216.85,Mortgage
TRX001592,PROP001829,CUST002238,Sale,2022-09-13,376244.36,Transfer
TRX001593,PROP000885,CUST001858,Rent,2023-03-10,1926032.3,Transfer
TRX001594,PROP001495,CUST000531,Rent,2024-01-02,1842903.58,Cash
TRX001595,PROP000738,CUST000799,Sale,2022-07-09,558376.01,Mortgage
TRX001596,PROP002499,CUST002541,Sale,2019-05-25,1141675.0,Mortgage
TRX001597,PROP001227,CUST000026,Sale,2023-08-06,434691.27,Transfer
TRX001598,PROP002574,CUST002162,Rent,2018-12-27,92091.37,Cash
TRX001599,PROP002982,CUST002806,Rent,2018-04-21,722231.87,Mortgage
TRX001600,PROP000252,CUST002381,Sale,2021-11-13,1116769.24,Cash
TRX001601,PROP000815,CUST001157,Rent,2022-03-01,87045.4,Transfer
TRX001602,PROP000217,CUST002295,Rent,2020-03-01,1275828.73,Transfer
TRX001603,PROP001139,CUST000027,Rent,2022-09-09,1649936.57,Transfer
TRX001604,PROP001053,CUST001045,Sale,2023-05-30,1224176.71,Cash
TRX001605,PROP001488,CUST002831,Sale,2018-07-27,1365128.68,Cash
TRX001606,PROP001886,CUST000863,Rent,2024-12-24,863871.28,Cash
TRX001607,PROP000872,CUST001757,Rent,2020-04-11,1269559.68,Transfer
TRX001608,PROP001779,CUST000449,Sale,2019-08-21,895136.74,Mortgage
TRX001609,PROP001041,CUST000332,Rent,2024-02-22,848494.55,Mortgage
TRX001610,PROP002216,CUST001633,Rent,2021-03-10,634387.2,Cash
TRX001611,PROP000813,CUST000150,Rent,2022-03-18,226665.3,Transfer
TRX001612,PROP001882,CUST000259,Sale,2023-11-08,1986674.87,Mortgage
TRX001613,PROP002450,CUST002761,Sale,2019-08-26,531864.0,Mortgage
TRX001614,PROP001711,CUST000346,Sale,2020-08-28,278808.81,Transfer
TRX001615,PROP000941,CUST001128,Rent,2023-10-08,730936.78,Mortgage
TRX001616,PROP000056,CUST001015,Rent,2022-07-01,117016.62,Transfer
TRX001617,PROP000198,CUST001292,Sale,2024-04-07,1640234.81,Cash
TRX001618,PROP000467,CUST000457,Sale,2023-11-23,1782595.94,Transfer
TRX001619,PROP002737,CUST000468,Rent,2022-12-31,977814.47,Transfer
TRX001620,PROP000153,CUST002591,Rent,2024-10-01,1189926.16,Mortgage
TRX001621,PROP001046,CUST000732,Sale,2023-10-06,1628217.8,Cash
TRX001622,PROP002284,CUST002522,Sale,2019-06-14,927974.42,Mortgage
TRX001623,PROP001090,CUST000150,Sale,2021-11-03,1386148.61,Mortgage
TRX001624,PROP000701,CUST002337,Sale,2021-11-13,892637.7,Transfer
TRX001625,PROP001085,CUST002620,Sale,2018-03-07,1734906.71,Cash
TRX001626,PROP002359,CUST001299,Rent,2022-08-08,1483363.24,Cash
TRX001627,PROP000029,CUST000889,Rent,2022-10-14,412855.75,Transfer
TRX001628,PROP000398,CUST000617,Rent,2024-05-01,839507.7,Transfer
TRX001629,PROP001213,CUST000936,Rent,2018-01-10,1016063.14,Cash
TRX001630,PROP001210,CUST000543,Sale,2018-06-22,1422449.13,Cash
TRX001631,PROP001649,CUST002933,Sale,2024-12-16,552321.27,Transfer
TRX001632,PROP000681,CUST001260,Rent,2022-05-20,491640.77,Transfer
TRX001633,PROP000030,CUST001051,Rent,2024-03-17,1329817.93,Transfer
TRX001634,PROP002220,CUST000804,Sale,2023-12-15,1353624.0,Cash
TRX001635,PROP000843,CUST002978,Sale,2022-10-16,1946482.06,Cash
TRX001636,PROP001606,CUST002180,Sale,2024-03-18,1904195.7,Mortgage
TRX001637,PROP001764,CUST001697,Sale,2021-05-21,1098518.7,Cash
TRX001638,PROP000058,CUST000633,Sale,2022-02-06,216542.63,Transfer
TRX001639,PROP002827,CUST001128,Rent,2023-08-28,510663.27,Transfer
TRX001640,PROP000261,CUST000408,Sale,2020-01-03,326763.36,Cash
TRX001641,PROP000944,CUST000608,Rent,2024-02-15,1514225.51,Cash
TRX001642,PROP001779,CUST000738,Rent,2019-07-31,1525362.38,Mortgage
TRX001643,PROP002185,CUST000093,Sale,2021-05-26,926083.51,Transfer
TRX001644,PROP001501,CUST000537,Sale,2020-04-29,1740248.41,Cash
TRX001645,PROP000986,CUST002328,Sale,2018-01-08,217103.29,Cash
TRX001646,PROP002480,CUST000450,Rent,2024-12-11,1828121.47,Mortgage
TRX001647,PROP002299,CUST000429,Sale,2023-06-25,1773651.21,Transfer
TRX001648,PROP001646,CUST001372,Sale,2021-09-07,166213.64,Cash
TRX001649,PROP001970,CUST000194,Sale,2021-11-09,1066512.09,Cash
TRX001650,PROP002391,CUST001293,Rent,2019-06-24,1923429.72,Mortgage
TRX001651,PROP001252,CUST002673,Rent,2020-06-12,905022.53,Mortgage
TRX001652,PROP002848,CUST000905,Rent,2021-07-10,512422.55,Mortgage
TRX001653,PROP001432,CUST000945,Rent,2023-08-27,1206137.79,Mortgage
TRX001654,PROP000959,CUST000708,Sale,2019-01-06,462575.34,Cash
TRX001655,PROP001662,CUST002740,Sale,2018-07-08,245225.6,Transfer
TRX001656,PROP001450,CUST001936,Sale,2018-03-29,1249557.69,Transfer
TRX001657,PROP000991,CUST002243,Rent,2019-10-27,399332.76,Mortgage
TRX001658,PROP001306,CUST001531,Rent,2019-02-12,276567.96,Mortgage
TRX001659,PROP002110,CUST001598,Rent,2023-10-28,1606564.17,Mortgage
TRX001660,PROP002338,CUST000358,Rent,2018-06-13,1438025.88,Transfer
TRX001661,PROP001952,CUST002985,Sale,2021-12-19,859203.4,Transfer
TRX001662,PROP000186,CUST001622,Sale,2024-09-30,885618.46,Cash
TRX001663,PROP002653,CUST002090,Sale,2020-08-01,948311.99,Mortgage
TRX001664,PROP001762,CUST001976,Sale,2019-01-16,1107268.18,Cash
TRX001665,PROP001030,CUST002865,Sale,2018-02-21,216844.22,Transfer
TRX001666,PROP002630,CUST000209,Sale,2020-06-25,1892082.94,Cash
TRX001667,PROP002974,CUST002208,Rent,2024-04-22,1553348.25,Cash
TRX001668,PROP000300,CUST002713,Rent,2023-12-21,1682872.46,Transfer
TRX001669,PROP001385,CUST002004,Sale,2023-05-19,1028294.08,Transfer
TRX001670,PROP000776,CUST000098,Rent,2024-07-26,1288203.84,Cash
TRX001671,PROP002169,CUST002633,Rent,2024-12-12,1920260.81,Mortgage
TRX001672,PROP001077,CUST001162,Rent,2020-03-21,1194235.99,Mortgage
TRX001673,PROP000338,CUST000483,Sale,2018-12-15,668362.8,Mortgage
TRX001674,PROP001860,CUST002650,Rent,2019-09-12,891361.68,Transfer
TRX001675,PROP002106,CUST001883,Sale,2023-09-03,1027196.55,Cash
TRX001676,PROP002929,CUST001858,Rent,2018-12-08,451542.8,Mortgage
TRX001677,PROP000138,CUST001378,Rent,2018-06-23,1728129.91,Transfer
TRX001678,PROP001381,CUST000955,Sale,2019-06-01,401948.05,Transfer
TRX001679,PROP001568,CUST001538,Rent,2022-02-27,1039647.83,Transfer
TRX001680,PROP000818,CUST000979,Rent,2024-02-25,480375.93,Transfer
TRX001681,PROP001574,CUST002522,Sale,2022-08-30,111729.36,Mortgage
TRX001682,PROP000413,CUST001000,Sale,2021-04-15,824092.45,Cash
TRX001683,PROP002213,CUST002494,Sale,2023-11-06,1593078.22,Mortgage
TRX001684,PROP000348,CUST001259,Rent,2021-11-25,1228938.09,Mortgage
TRX001685,PROP001072,CUST000110,Sale,2023-10-25,1787311.73,Transfer
TRX001686,PROP001107,CUST000032,Rent,2018-09-11,1171804.53,Mortgage
TRX001687,PROP002125,CUST000614,Sale,2023-04-21,603152.79,Mortgage
TRX001688,PROP002030,CUST001260,Rent,2018-10-06,1781093.76,Mortgage
TRX001689,PROP002381,CUST000311,Rent,2023-03-12,1261221.69,Cash
TRX001690,PROP002743,CUST000017,Sale,2019-10-27,1285532.29,Cash
TRX001691,PROP001192,CUST002766,Rent,2019-03-14,65626.56,Cash
TRX001692,PROP000413,CUST002456,Sale,2024-08-07,1405900.65,Transfer
TRX001693,PROP000171,CUST000538,Rent,2023-08-12,949814.34,Mortgage
TRX001694,PROP002225,CUST000424,Sale,2018-10-14,1426014.83,Mortgage
TRX001695,PROP001928,CUST000668,Sale,2020-05-10,1679117.63,Cash
TRX001696,PROP002226,CUST002218,Rent,2018-06-02,1530573.77,Mortgage
TRX001697,PROP001841,CUST000796,Rent,2022-11-07,1283041.92,Transfer
TRX001698,PROP000636,CUST000375,Sale,2019-08-05,1267579.38,Mortgage
TRX001699,PROP000597,CUST001066,Sale,2018-01-14,138281.61,Cash
TRX001700,PROP002760,CUST001667,Rent,2023-05-12,806272.73,Mortgage
TRX001701,PROP002263,CUST001331,Rent,2024-11-11,631873.5,Transfer
TRX001702,PROP001351,CUST002037,Sale,2024-12-20,224975.93,Mortgage
TRX001703,PROP002856,CUST001385,Sale,2024-01-02,748273.9,Transfer
TRX001704,PROP002580,CUST002101,Sale,2018-12-29,1756625.62,Cash
TRX001705,PROP002541,CUST000762,Sale,2019-08-12,376802.17,Cash
TRX001706,PROP001538,CUST002403,Rent,2024-12-24,1240350.86,Cash
TRX001707,PROP001203,CUST002055,Sale,2021-04-07,434679.42,Cash
TRX001708,PROP002385,CUST001324,Rent,2023-12-18,1120291.7,Transfer
TRX001709,PROP002247,CUST000862,Rent,2024-06-10,1919371.45,Transfer
TRX001710,PROP002052,CUST000418,Sale,2021-07-22,217652.19,Mortgage
TRX001711,PROP002167,CUST000165,Rent,2019-07-11,1115876.46,Transfer
TRX001712,PROP000225,CUST000461,Sale,2019-05-18,1601708.88,Transfer
TRX001713,PROP002970,CUST002273,Sale,2023-03-20,1847808.79,Cash
TRX001714,PROP001212,CUST002071,Rent,2022-05-08,892456.63,Transfer
TRX001715,PROP000911,CUST001837,Sale,2021-03-28,372393.4,Cash
TRX001716,PROP001398,CUST002037,Rent,2022-04-09,1690494.93,Cash
TRX001717,PROP001648,CUST001710,Rent,2021-12-19,515372.94,Cash
TRX001718,PROP002897,CUST002027,Rent,2022-05-22,511159.26,Mortgage
TRX001719,PROP002711,CUST001373,Sale,2021-06-20,1633829.12,Cash
TRX001720,PROP000835,CUST000969,Sale,2019-06-24,1374018.62,Mortgage
TRX001721,PROP000850,CUST002142,Rent,2019-06-21,1539839.33,Cash
TRX001722,PROP001644,CUST002460,Rent,2024-08-02,1918944.17,Transfer
TRX001723,PROP001351,CUST000425,Sale,2019-01-07,1564011.58,Cash
TRX001724,PROP002849,CUST000517,Sale,2024-02-18,312813.58,Transfer
TRX001725,PROP000552,CUST002666,Rent,2018-01-22,864962.83,Transfer
TRX001726,PROP002679,CUST000377,Sale,2019-09-21,893479.36,Transfer
TRX001727,PROP000345,CUST001461,Rent,2018-05-07,1299995.79,Transfer
TRX001728,PROP002761,CUST000420,Sale,2021-07-10,1015863.88,Cash
TRX001729,PROP002003,CUST002524,Rent,2022-12-18,232612.67,Mortgage
TRX001730,PROP000288,CUST000578,Sale,2018-04-24,1319419.38,Transfer
TRX001731,PROP002180,CUST001066,Rent,2022-04-29,170072.96,Transfer
TRX001732,PROP002067,CUST002512,Sale,2020-08-31,1959366.76,Cash
TRX001733,PROP000564,CUST001533,Rent,2024-06-12,1486227.89,Mortgage
TRX001734,PROP002617,CUST000665,Sale,2020-06-08,640484.24,Mortgage
TRX001735,PROP002076,CUST000271,Rent,2024-05-28,1217811.8,Transfer
TRX001736,PROP001163,CUST001264,Sale,2023-05-17,1098709.51,Transfer
TRX001737,PROP002974,CUST002604,Rent,2024-09-17,904158.27,Cash
TRX001738,PROP000271,CUST002390,Sale,2022-05-09,1361417.61,Cash
TRX001739,PROP002005,CUST002348,Sale,2023-01-03,927598.5,Cash
TRX001740,PROP000070,CUST001003,Sale,2020-09-05,330466.36,Transfer
TRX001741,PROP002994,CUST000282,Rent,2020-08-16,885034.08,Transfer
TRX001742,PROP000985,CUST001140,Sale,2023-08-31,802670.11,Cash
TRX001743,PROP000162,CUST001007,Sale,2019-10-03,893122.72,Mortgage
TRX001744,PROP000826,CUST000259,Sale,2021-06-06,301341.09,Mortgage
TRX001745,PROP002052,CUST000218,Rent,2021-03-29,554186.37,Transfer
TRX001746,PROP000824,CUST002474,Sale,2021-01-16,484277.04,Mortgage
TRX001747,PROP000103,CUST002227,Sale,2023-04-21,843793.48,Transfer
TRX001748,PROP000481,CUST001081,Rent,2022-04-17,682848.3,Cash
TRX001749,PROP002261,CUST000263,Sale,2023-02-04,1935629.85,Cash
TRX001750,PROP000759,CUST000465,Sale,2021-11-25,219218.19,Transfer
TRX001751,PROP001838,CUST000172,Sale,2019-11-28,1965814.81,Transfer
TRX001752,PROP002090,CUST002420,Rent,2023-12-12,168732.93,Mortgage
TRX001753,PROP000631,CUST001817,Rent,2023-04-14,208217.0,Cash
TRX001754,PROP000033,CUST001094,Rent,2022-11-10,1336615.21,Transfer
TRX001755,PROP000307,CUST001960,Rent,2023-07-27,1954441.97,Cash
TRX001756,PROP000296,CUST002353,Sale,2024-11-16,348820.46,Transfer
TRX001757,PROP000267,CUST000262,Rent,2018-10-03,1468539.49,Transfer
TRX001758,PROP000884,CUST000996,Rent,2021-11-04,1529031.22,Mortgage
TRX001759,PROP001300,CUST002508,Sale,2018-01-31,913350.32,Mortgage
TRX001760,PROP001767,CUST000324,Sale,2024-02-16,309104.97,Cash
TRX001761,PROP001140,CUST002560,Sale,2023-09-27,317837.95,Transfer
TRX001762,PROP001738,CUST002868,Rent,2023-12-23,841811.31,Transfer
TRX001763,PROP001483,CUST000195,Rent,2019-12-31,441232.65,Transfer
TRX001764,PROP001455,CUST000673,Rent,2024-08-31,1201441.05,Mortgage
TRX001765,PROP000470,CUST000185,Rent,2018-08-11,154627.64,Mortgage
TRX001766,PROP001047,CUST002886,Rent,2021-08-09,1379806.95,Cash
TRX001767,PROP002555,CUST000222,Sale,2022-11-26,1612077.87,Transfer
TRX001768,PROP002071,CUST000872,Rent,2024-04-22,1097516.88,Transfer
TRX001769,PROP001904,CUST001405,Sale,2021-08-07,1078064.19,Mortgage
TRX001770,PROP002393,CUST001321,Rent,2023-01-29,1960358.14,Mortgage
TRX001771,PROP001474,CUST002870,Rent,2022-07-26,1817232.16,Mortgage
TRX001772,PROP001530,CUST000916,Sale,2019-12-12,1119214.53,Transfer
TRX001773,PROP000057,CUST001589,Sale,2020-08-20,1695372.01,Cash
TRX001774,PROP001316,CUST002467,Sale,2021-07-30,1189018.2,Cash
TRX001775,PROP001937,CUST000015,Rent,2018-03-25,887622.29,Mortgage
TRX001776,PROP002758,CUST000501,Rent,2020-08-23,1715660.59,Cash
TRX001777,PROP001394,CUST001622,Sale,2023-03-19,496929.37,Transfer
TRX001778,PROP001935,CUST000475,Rent,2022-07-30,1328539.2,Cash
TRX001779,PROP000414,CUST000320,Rent,2020-10-05,1683981.71,Mortgage
TRX001780,PROP001149,CUST001852,Rent,2018-05-09,883446.68,Cash
TRX001781,PROP001585,CUST000137,Sale,2019-02-12,1922239.76,Mortgage
TRX001782,PROP001586,CUST000476,Rent,2018-11-17,1042253.52,Transfer
TRX001783,PROP001733,CUST001532,Rent,2020-06-16,1793397.89,Mortgage
TRX001784,PROP002734,CUST000422,Sale,2020-05-27,987457.76,Mortgage
TRX001785,PROP002992,CUST002631,Sale,2020-08-03,970825.84,Cash
TRX001786,PROP001652,CUST002472,Rent,2024-10-06,1098126.23,Transfer
TRX001787,PROP002701,CUST000294,Rent,2023-07-22,1409357.61,Transfer
TRX001788,PROP002165,CUST000309,Rent,2021-04-02,1926671.33,Transfer
TRX001789,PROP002906,CUST002158,Sale,2019-08-26,1014105.78,Cash
TRX001790,PROP001006,CUST000912,Sale,2021-04-13,520363.28,Mortgage
TRX001791,PROP001326,CUST001959,Rent,2024-06-15,1000374.05,Cash
TRX001792,PROP001082,CUST001953,Rent,2021-06-08,76704.6,Cash
TRX001793,PROP001553,CUST002050,Sale,2020-08-08,1095891.43,Transfer
TRX001794,PROP001159,CUST001768,Rent,2018-01-08,1609813.47,Mortgage
TRX001795,PROP002140,CUST002204,Sale,2018-12-13,478280.95,Cash
TRX001796,PROP002483,CUST001472,Sale,2020-05-26,1365353.19,Mortgage
TRX001797,PROP001013,CUST001042,Rent,2024-11-09,1047372.62,Transfer
TRX001798,PROP002878,CUST000672,Rent,2023-06-30,1694667.84,Cash
TRX001799,PROP002511,CUST002147,Rent,2021-09-20,1719765.83,Cash
TRX001800,PROP000160,CUST000815,Rent,2024-04-03,1034940.42,Mortgage
TRX001801,PROP000186,CUST000764,Sale,2022-01-30,1311467.45,Cash
TRX001802,PROP002483,CUST002848,Sale,2019-11-20,380413.05,Cash
TRX001803,PROP002160,CUST002915,Sale,2024-07-29,1879857.58,Mortgage
TRX001804,PROP002453,CUST002477,Sale,2023-12-23,254831.18,Cash
TRX001805,PROP000684,CUST000714,Sale,2022-09-03,1582585.24,Mortgage
TRX001806,PROP001136,CUST002322,Rent,2020-10-01,160362.81,Mortgage
TRX001807,PROP000436,CUST000554,Sale,2021-02-18,629354.4,Transfer
TRX001808,PROP000739,CUST002501,Sale,2019-01-23,1219856.24,Cash
TRX001809,PROP000169,CUST002959,Sale,2018-11-19,1062945.75,Transfer
TRX001810,PROP000093,CUST001494,Rent,2020-06-09,327369.87,Cash
TRX001811,PROP000674,CUST002454,Rent,2023-08-14,1392150.64,Mortgage
TRX001812,PROP000924,CUST001077,Rent,2019-07-03,1354269.8,Transfer
TRX001813,PROP001022,CUST002128,Sale,2023-10-04,1780684.69,Mortgage
TRX001814,PROP000672,CUST001910,Sale,2024-07-19,1049266.8,Mortgage
TRX001815,PROP002852,CUST000033,Sale,2022-04-30,1961014.26,Mortgage
TRX001816,PROP000128,CUST001358,Rent,2021-08-14,1613770.46,Cash
TRX001817,PROP000686,CUST000462,Sale,2020-09-03,1507351.91,Transfer
TRX001818,PROP001864,CUST000523,Rent,2021-09-10,1796162.58,Cash
TRX001819,PROP000146,CUST001631,Rent,2018-04-07,523516.92,Transfer
TRX001820,PROP002351,CUST000699,Rent,2021-03-24,1307021.01,Mortgage
TRX001821,PROP000384,CUST001223,Sale,2019-05-30,1065025.35,Transfer
TRX001822,PROP000261,CUST001314,Rent,2019-03-23,932771.28,Mortgage
TRX001823,PROP000279,CUST001494,Sale,2021-12-19,1543035.17,Mortgage
TRX001824,PROP000893,CUST000814,Rent,2024-04-03,141920.31,Cash
TRX001825,PROP001155,CUST000630,Sale,2023-03-28,1914294.65,Cash
TRX001826,PROP002559,CUST000649,Rent,2021-07-05,586860.23,Mortgage
TRX001827,PROP002876,CUST001487,Sale,2021-11-06,1806467.81,Mortgage
TRX001828,PROP001964,CUST000448,Rent,2024-03-29,208598.25,Transfer
TRX001829,PROP001457,CUST002890,Sale,2019-07-24,1175154.53,Mortgage
TRX001830,PROP002366,CUST000671,Rent,2024-09-17,551842.25,Cash
TRX001831,PROP000696,CUST000011,Sale,2023-06-15,859811.6,Cash
TRX001832,PROP002775,CUST000714,Sale,2023-11-26,1428592.57,Transfer
TRX001833,PROP002912,CUST002346,Rent,2020-02-04,851987.77,Cash
TRX001834,PROP000933,CUST000841,Sale,2023-02-27,1181187.23,Cash
TRX001835,PROP002723,CUST002225,Sale,2020-04-16,1653593.69,Transfer
TRX001836,PROP000521,CUST000685,Sale,2021-02-05,818454.61,Cash
TRX001837,PROP000462,CUST001973,Sale,2022-01-08,730179.81,Mortgage
